year|oshpd_id|county|facility|medi_cal|medicare|private_coverage|uninsured|other_payer|self_pay
2019|106301337|Orange|MISSION HOSPITAL LAGUNA BEACH|3596.0|3881.0|5110.0||""|""
2019|106301340|Orange|ST. JOSEPH HOSPITAL - ORANGE|28531.0|19338.0|13661.0||""|""
2019|106301342|Orange|ST. JUDE MEDICAL CENTER|21597.0|21083.0|15401.0||""|""
2019|106301357|Orange|FOOTHILL REGIONAL MEDICAL CENTER|2306.0|613.0|808.0||""|""
2019|106301566|Orange|ORANGE COUNTY GLOBAL MEDICAL CENTER|12568.0|2224.0|3673.0||""|""
2019|106304113|Orange|CHILDREN'S HOSPITAL AT MISSION|5300.0|488.0|5671.0||""|""
2019|106304409|Orange|KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM|19020.0|26282.0|65522.0|3306.0|""|""
2019|106310791|Placer|SUTTER AUBURN FAITH HOSPITAL|7758.0|9608.0|6171.0||""|""
2019|106311000|Placer|SUTTER ROSEVILLE MEDICAL CENTER|18747.0|19432.0|21842.0||""|""
2019|106314024|Placer|KAISER FOUNDATION HOSPITAL - ROSEVILLE|23688.0|31343.0|58698.0|6853.0|""|""
2019|106320859|Plumas|EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS|1352.0|1491.0|821.0||""|""
2019|106320986|Plumas|PLUMAS DISTRICT HOSPITAL|1526.0|1252.0|1550.0||""|""
2019|106321016|Plumas|SENECA DISTRICT HOSPITAL|646.0|966.0|974.0||""|""
2019|106331152|Riverside|CORONA REGIONAL MEDICAL CENTER-MAIN|26578.0|4791.0|14990.0||""|""
2019|106331168|Riverside|EISENHOWER MEDICAL CENTER|21770.0|21811.0|10024.0||""|""
2019|106331194|Riverside|HEMET GLOBAL MEDICAL CENTER|26066.0|10435.0|5003.0||""|""
2019|106331216|Riverside|JOHN F. KENNEDY MEMORIAL HOSPITAL|31888.0|6778.0|7696.0|3658.0|""|""
2019|106331288|Riverside|PALO VERDE HOSPITAL|3539.0|1827.0|2684.0|603.0|""|""
2019|106331293|Riverside|DOCTORS HOSPITAL OF RIVERSIDE|19143.0|8304.0|9408.0||""|""
2019|106331312|Riverside|RIVERSIDE COMMUNITY HOSPITAL|52849.0|13821.0|16636.0||""|""
2019|106331326|Riverside|SAN GORGONIO MEMORIAL HOSPITAL|22261.0|11451.0|4459.0||""|""
2019|106334018|Riverside|MENIFEE GLOBAL MEDICAL CENTER|9534.0|3541.0|2805.0||""|""
2019|106334025|Riverside|KAISER FOUNDATION HOSPITAL - RIVERSIDE|12740.0|11801.0|25014.0|2359.0|""|""
2019|106334048|Riverside|KAISER FOUNDATION HOSPITAL - MORENO VALLEY|16938.0|9061.0|19098.0|2254.0|""|""
2019|106334068|Riverside|SOUTHWEST HEALTHCARE SYSTEM-MURRIETA|43839.0|12172.0|35750.0||""|""
2019|106334487|Riverside|RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER|45933.0|9275.0|7946.0|9605.0|""|""
2019|106334564|Riverside|TEMECULA VALLEY HOSPITAL|11451.0|8809.0|15891.0||""|""
2019|106334589|Riverside|LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA|13977.0|14640.0|9371.0|2532.0|""|""
2019|106340913|Sacramento|KAISER FOUNDATION HOSPITAL - SACRAMENTO|43097.0|21510.0|30135.0|10543.0|""|""
2019|106340947|Sacramento|MERCY GENERAL HOSPITAL|16307.0|8726.0|7670.0|1606.0|""|""
2019|106340950|Sacramento|MERCY SAN JUAN HOSPITAL|32546.0|12198.0|10403.0|3634.0|""|""
2019|106341006|Sacramento|UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER|31668.0|11472.0|13188.0||""|""
2019|106341051|Sacramento|SUTTER MEDICAL CENTER, SACRAMENTO|43502.0|19734.0|19682.0||""|""
2019|106342344|Sacramento|KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO|47562.0|24750.0|39746.0|9930.0|""|""
2019|106344029|Sacramento|MERCY HOSPITAL OF FOLSOM|15003.0|8484.0|14310.0||""|""
2019|106361110|San Bernardino|BEAR VALLEY COMMUNITY HOSPITAL|3299.0|1290.0|6125.0||""|""
2019|106361144|San Bernardino|CHINO VALLEY MEDICAL CENTER|25102.0|3905.0|7051.0||""|""
2019|106361223|San Bernardino|KAISER FOUNDATION HOSPITAL - FONTANA|41298.0|28474.0|64442.0|9405.0|""|""
2019|106361246|San Bernardino|LOMA LINDA UNIVERSITY MEDICAL CENTER|33342.0|10052.0|10713.0|4702.0|""|""
2019|106361266|San Bernardino|MOUNTAINS COMMUNITY HOSPITAL|4317.0|2153.0|2090.0||""|""
2019|106361308|San Bernardino|REDLANDS COMMUNITY HOSPITAL|18748.0|6654.0|10747.0||""|""
2019|106361318|San Bernardino|SAN ANTONIO REGIONAL HOSPITAL|33339.0|29140.0|14384.0||""|""
2019|106361323|San Bernardino|COMMUNITY HOSPITAL OF SAN BERNARDINO|50880.0|5611.0|4454.0|3901.0|""|""
2019|106361339|San Bernardino|ST. BERNARDINE MEDICAL CENTER|42865.0|9887.0|5939.0|4154.0|""|""
2019|106361343|San Bernardino|ST. MARY MEDICAL CENTER - APPLE VALLEY|38016.0|13119.0|11789.0||""|""
2019|106361370|San Bernardino|VICTOR VALLEY GLOBAL MEDICAL CENTER|24089.0|1777.0|3691.0||""|""
2019|106362041|San Bernardino|HI-DESERT MEDICAL CENTER|12937.0|5013.0|3859.0||""|""
2019|106364144|San Bernardino|DESERT VALLEY HOSPITAL|3525.0|5484.0|23724.0||""|""
2019|106364502|San Bernardino|LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL|||||""|""
2019|106370652|San Diego|ALVARADO HOSPITAL MEDICAL CENTER|9433.0|3034.0|4581.0|1752.0|""|""
2019|106370673|San Diego|RADY CHILDREN'S HOSPITAL - SAN DIEGO|54514.0|92.0|30710.0|4628.0|""|""
2019|106370689|San Diego|SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER|7181.0|3568.0|6637.0||""|""
2019|106370730|San Diego|KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION|13458.0|33409.0|61762.0|3926.0|""|""
2019|106370744|San Diego|SCRIPPS MERCY HOSPITAL|51524.0|22118.0|20583.0|10088.0|""|""
2019|106370755|San Diego|PALOMAR HEALTH DOWNTOWN CAMPUS|33847.0|19856.0|27748.0||""|""
2019|106370759|San Diego|PARADISE VALLEY HOSPITAL|12593.0|4141.0|2246.0||""|""
2019|106370771|San Diego|SCRIPPS MEMORIAL HOSPITAL - LA JOLLA|6975.0|9503.0|14502.0|2275.0|""|""
2019|106370780|San Diego|TRI-CITY MEDICAL CENTER|19338.0|10208.0|10572.0||""|""
2019|106370782|San Diego|UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER|23048.0|12450.0|13733.0||""|""
2019|106370977|San Diego|POMERADO HOSPITAL|10053.0|7161.0|9677.0||""|""
2019|106371394|San Diego|SCRIPPS MEMORIAL HOSPITAL - ENCINITAS|10908.0|12895.0|18483.0|2710.0|""|""
2019|106380857|San Francisco|KAISER FOUNDATION HOSPITAL - SAN FRANCISCO|3735.0|7705.0|22612.0||""|""
2019|106380929|San Francisco|CALIFORNIA PACIFIC MEDICAL CENTER - D/P APH|973.0|907.0|2136.0||""|""
2019|106380933|San Francisco|CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL|3467.0|2736.0|4936.0||""|""
2019|106380939|San Francisco|PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER|35652.0|5622.0|8730.0||""|""
2019|106380960|San Francisco|ST. FRANCIS MEMORIAL HOSPITAL|11247.0|4908.0|7014.0|4142.0|""|""
2019|106380965|San Francisco|ST. MARY'S MEDICAL CENTER, SAN FRANCISCO|3961.0|4290.0|3825.0|1089.0|""|""
2019|106381154|San Francisco|UCSF MEDICAL CENTER|14842.0|7832.0|16318.0|4405.0|""|""
2019|106382715|San Francisco|CHINESE HOSPITAL|1068.0|1619.0|2336.0||""|""
2019|106384176|San Francisco|CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS|5622.0|4690.0|10127.0||""|""
2019|106390846|San Joaquin|DAMERON HOSPITAL|21215.0|4116.0|5690.0||""|""
2019|106391010|San Joaquin|SAN JOAQUIN GENERAL HOSPITAL|23671.0|4358.0|7248.0||""|""
2019|106391042|San Joaquin|ST. JOSEPH'S MEDICAL CENTER OF STOCKTON|34375.0|12569.0|12723.0|4017.0|""|""
2019|106391056|San Joaquin|SUTTER TRACY COMMUNITY HOSPITAL|14927.0|3811.0|9061.0||""|""
2019|106392287|San Joaquin|DOCTORS HOSPITAL OF MANTECA|16598.0|4961.0|6488.0|1937.0|""|""
2019|106400466|San Luis Obispo|MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE|1803.0|6290.0|14078.0|1276.0|""|""
2019|106400524|San Luis Obispo|SIERRA VISTA REGIONAL MEDICAL CENTER|6939.0|4138.0|8589.0|1374.0|""|""
2019|106400548|San Luis Obispo|TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL|11511.0|6878.0|9280.0|1746.0|""|""
2019|106410782|San Mateo|SAN MATEO MEDICAL CENTER|25846.0|3302.0|4044.0||""|""
2019|106410806|San Mateo|KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO|4123.0|10058.0|23245.0|2663.0|""|""
2019|106410891|San Mateo|SEQUOIA HOSPITAL|3969.0|4430.0|6728.0|835.0|""|""
2019|106414139|San Mateo|KAISER FOUNDATION HOSPITAL - REDWOOD CITY|3873.0|7407.0|19184.0||""|""
2019|106420483|Santa Barbara|GOLETA VALLEY COTTAGE HOSPITAL|6118.0|12495.0|1158.0||""|""
2019|106420491|Santa Barbara|LOMPOC VALLEY MEDICAL CENTER|11320.0|4421.0|4610.0||""|""
2019|106420493|Santa Barbara|MARIAN REGIONAL MEDICAL CENTER|6820.0|10735.0|39402.0|3646.0|""|""
2019|106420514|Santa Barbara|SANTA BARBARA COTTAGE HOSPITAL|12379.0|19010.0|1726.0||""|""
2019|106420522|Santa Barbara|SANTA YNEZ VALLEY COTTAGE HOSPITAL|2378.0|6097.0|506.0||""|""
2019|106424002|Santa Barbara|SANTA BARBARA PSYCHIATRIC HEALTH FACILITY|||||""|""
2019|106430705|Santa Clara|REGIONAL MEDICAL CENTER OF SAN JOSE|43279.0|9866.0|11846.0||""|""
2019|106430763|Santa Clara|EL CAMINO HEALTH|10488.0|11118.0|26649.0||""|""
2019|106430779|Santa Clara|GOOD SAMARITAN HOSPITAL-SAN JOSE|11559.0|10396.0|23042.0||""|""
2019|106430837|Santa Clara|O'CONNOR HOSPITAL|18496.0|4655.0|10767.0||""|""
2019|106430883|Santa Clara|SANTA CLARA VALLEY MEDICAL CENTER|31436.0|6225.0|19841.0||""|""
2019|106430905|Santa Clara|STANFORD HEALTH CARE|6560.0|4670.0|43256.0||""|""
2019|106431506|Santa Clara|KAISER FOUNDATION HOSPITAL - SAN JOSE|9692.0|13082.0|35188.0|3930.0|""|""
2019|106434138|Santa Clara|ST. LOUISE REGIONAL HOSPITAL|13725.0|3513.0|8336.0||""|""
2019|106434153|Santa Clara|KAISER FOUNDATION HOSPITAL - SANTA CLARA|6995.0|15867.0|46079.0||""|""
2019|106440755|Santa Cruz|DOMINICAN HOSPITAL|16602.0|10225.0|12437.0||""|""
2019|106470871|Siskiyou|MERCY MEDICAL CENTER MT. SHASTA|3826.0|2890.0|2045.0||""|""
2019|106474007|Siskiyou|FAIRCHILD MEDICAL CENTER|5123.0|3308.0|2015.0||""|""
2019|106480989|Solano|KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO|15399.0|13291.0|25498.0||""|""
2019|106481094|Solano|SUTTER SOLANO MEDICAL CENTER|16681.0|6106.0|4619.0||""|""
2019|106490964|Sonoma|HEALDSBURG DISTRICT HOSPITAL|3271.0|1910.0|1860.0||""|""
2019|106491001|Sonoma|PETALUMA VALLEY HOSPITAL|5968.0|4698.0|5026.0||""|""
2019|106491064|Sonoma|SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY|15672.0|10236.0|6816.0||""|""
2019|106491076|Sonoma|SONOMA VALLEY HOSPITAL|3096.0|3149.0|2601.0||""|""
2019|106494019|Sonoma|KAISER FOUNDATION HOSPITAL - SANTA ROSA|9878.0|15457.0|28579.0||""|""
2019|106494106|Sonoma|SUTTER SANTA ROSA REGIONAL HOSPITAL|11969.0|6483.0|9739.0||""|""
2019|106500852|Stanislaus|DOCTORS MEDICAL CENTER|60578.0|12308.0|11237.0|3891.0|""|""
2019|106500867|Stanislaus|EMANUEL MEDICAL CENTER|33740.0|8588.0|8266.0||""|""
2019|106500939|Stanislaus|MEMORIAL MEDICAL CENTER - MODESTO|32976.0|13713.0|14824.0||""|""
2019|106500967|Stanislaus|OAK VALLEY HOSPITAL DISTRICT|13484.0|1270.0|5519.0||""|""
2019|106531059|Trinity|TRINITY HOSPITAL|276.0|1137.0|2355.0||""|""
2019|106540734|Tulare|KAWEAH DELTA MEDICAL CENTER|23291.0|9319.0|26677.0|2215.0|""|""
2019|106540816|Tulare|ADVENTIST HEALTH TULARE|16053.0|3739.0|4042.0||""|""
2019|106554011|Tuolumne|ADVENTIST HEALTH SONORA - GREENLEY|10036.0|10516.0|8565.0|1817.0|""|""
2019|106560473|Ventura|COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA|17130.0|4526.0|16933.0||""|""
2019|106560492|Ventura|LOS ROBLES HOSPITAL & MEDICAL CENTER|11103.0|9989.0|17203.0||""|""
2019|106560501|Ventura|OJAI VALLEY COMMUNITY HOSPITAL|2552.0|2693.0|2394.0||""|""
2019|106560508|Ventura|ST. JOHN'S PLEASANT VALLEY HOSPITAL|6814.0|6122.0|7479.0||""|""
2019|106560525|Ventura|ADVENTIST HEALTH SIMI VALLEY|11602.0|6153.0|10713.0|2063.0|""|""
2019|106560529|Ventura|ST. JOHN'S REGIONAL MEDICAL CENTER|26484.0|8795.0|9340.0||""|""
2019|106574010|Yolo|SUTTER DAVIS HOSPITAL|10218.0|5212.0|9058.0||""|""
2019|106580996|Yuba|ADVENTIST HEALTH AND RIDEOUT|34249.0|11331.0|11136.0|4670.0|""|""
2018|106010735|ALAMEDA|ALAMEDA HOSPITAL|980.0|3262.0|9531.0||""|""
2018|106010739|ALAMEDA|ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS|13013.0|8212.0|11309.0||""|""
2018|106010776|ALAMEDA|UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND|28957.0|113.0|6036.0|2183.0|""|""
2018|106010846|ALAMEDA|HIGHLAND HOSPITAL|34897.0|6937.0|5672.0|7285.0|""|""
2018|106010967|ALAMEDA|ST. ROSE HOSPITAL|16753.0|4383.0|5870.0||""|""
2018|106014132|ALAMEDA|KAISER FOUNDATION HOSPITAL - FREMONT|4535.0|8853.0|21455.0||""|""
2018|106014233|ALAMEDA|EDEN MEDICAL CENTER|16829.0|7085.0|9955.0||""|""
2018|106014326|ALAMEDA|KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND|32816.0|24061.0|49423.0|11267.0|""|""
2018|106014337|ALAMEDA|KAISER FOUNDATION HOSPITAL - SAN LEANDRO|10910.0|14403.0|38607.0|3758.0|""|""
2018|106034002|AMADOR|SUTTER AMADOR HOSPITAL|7730.0|6321.0|5528.0||""|""
2018|106040802|BUTTE|ORCHARD HOSPITAL|6330.0|2063.0|1323.0||""|""
2018|106040962|BUTTE|ENLOE MEDICAL CENTER- ESPLANADE|25905.0|13641.0|14640.0||""|""
2018|106060870|COLUSA|COLUSA MEDICAL CENTER|3489.0|1007.0|1223.0||""|""
2018|106070934|CONTRA COSTA|SUTTER DELTA MEDICAL CENTER|26141.0|6800.0|8232.0||""|""
2018|106070988|CONTRA COSTA|JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS|1210.0|21331.0|17447.0|1795.0|""|""
2018|106074017|CONTRA COSTA|SAN RAMON REGIONAL MEDICAL CENTER|2646.0|3744.0|9232.0|664.0|""|""
2018|106074097|CONTRA COSTA|KAISER FOUNDATION HOSPITAL - ANTIOCH|13099.0|12031.0|29584.0||""|""
2018|106084001|DEL NORTE|SUTTER COAST HOSPITAL|8495.0|4745.0|3146.0||""|""
2018|106090793|EL DORADO|BARTON MEMORIAL HOSPITAL|6972.0|2811.0|6559.0||""|""
2018|106090933|EL DORADO|MARSHALL MEDICAL CENTER|11646.0|7617.0|6413.0|1068.0|""|""
2018|106100005|FRESNO|CLOVIS COMMUNITY MEDICAL CENTER|24772.0|10938.0|15215.0||""|""
2018|106100697|FRESNO|COALINGA REGIONAL MEDICAL CENTER|1707.0|238.0|680.0||""|""
2018|106100717|FRESNO|COMMUNITY REGIONAL MEDICAL CENTER-FRESNO|57618.0|10153.0|6885.0||""|""
2018|106100797|FRESNO|ADVENTIST HEALTH REEDLEY|28227.0|3543.0|4307.0||""|""
2018|106100899|FRESNO|ST. AGNES MEDICAL CENTER|40695.0|14375.0|14280.0||""|""
2018|106104062|FRESNO|KAISER FOUNDATION HOSPITAL - FRESNO|3838.0|12048.0|20841.0|1428.0|""|""
2018|106110889|GLENN|GLENN MEDICAL CENTER|2759.0|1449.0|970.0||""|""
2018|106121002|HUMBOLDT|MAD RIVER COMMUNITY HOSPITAL|7497.0|3089.0|3850.0|650.0|""|""
2018|106121051|HUMBOLDT|REDWOOD MEMORIAL HOSPITAL|4768.0|2725.0|2461.0||""|""
2018|106121080|HUMBOLDT|ST. JOSEPH HOSPITAL - EUREKA|11794.0|6213.0|5920.0||""|""
2018|106130699|IMPERIAL|EL CENTRO REGIONAL MEDICAL CENTER|23036.0|9863.0|6823.0|2143.0|""|""
2018|106130760|IMPERIAL|PIONEERS MEMORIAL HEALTHCARE DISTRICT|2772.0|5134.0|33300.0||""|""
2018|106141273|INYO|NORTHERN INYO HOSPITAL|1554.0|2385.0|4136.0||""|""
2018|106141338|INYO|SOUTHERN INYO HOSPITAL|322.0|424.0|501.0||""|""
2018|106150706|KERN|DELANO REGIONAL MEDICAL CENTER|17329.0|2548.0|5015.0||""|""
2018|106150722|KERN|BAKERSFIELD MEMORIAL HOSPITAL|56705.0|8990.0|9708.0|4618.0|""|""
2018|106150737|KERN|KERN VALLEY HEALTHCARE DISTRICT|326.0|1433.0|4941.0||""|""
2018|106150761|KERN|MERCY HOSPITAL - BAKERSFIELD|44448.0|10224.0|15602.0|4439.0|""|""
2018|106150782|KERN|RIDGECREST REGIONAL HOSPITAL|7733.0|3856.0|5603.0||""|""
2018|106150788|KERN|ADVENTIST HEALTH BAKERSFIELD|31431.0|12351.0|14095.0|4494.0|""|""
2018|106154101|KERN|BAKERSFIELD HEART HOSPITAL|2699.0|2605.0|1815.0||""|""
2018|106154168|KERN|ADVENTIST HEALTH TEHACHAPI VALLEY|964.0|498.0|780.0||""|""
2018|106164029|KINGS|ADVENTIST HEALTH HANFORD|65814.0|14128.0|19434.0|7500.0|""|""
2018|106171049|LAKE|ADVENTIST HEALTH CLEARLAKE|12372.0|5598.0|2961.0||""|""
2018|106171395|LAKE|SUTTER LAKESIDE HOSPITAL|9083.0|5067.0|3169.0||""|""
2018|106184008|LASSEN|BANNER LASSEN MEDICAL CENTER|4244.0|2225.0|3400.0||""|""
2018|106190017|LOS ANGELES|ALHAMBRA HOSPITAL MEDICAL CENTER|1550.0|2810.0|10826.0||""|""
2018|106190034|LOS ANGELES|ANTELOPE VALLEY HOSPITAL|73628.0|15533.0|17928.0|6918.0|""|""
2018|106190045|LOS ANGELES|CATALINA ISLAND MEDICAL CENTER|570.0|283.0|879.0||""|""
2018|106190066|LOS ANGELES|LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER|||||""|""
2018|106190110|LOS ANGELES|SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY|1774.0|2287.0|8662.0|1544.0|""|""
2018|106190125|LOS ANGELES|CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES|51546.0|5592.0|4867.0||""|""
2018|106190148|LOS ANGELES|CENTINELA HOSPITAL MEDICAL CENTER|25279.0|6035.0|4230.0||""|""
2018|106190163|LOS ANGELES|AURORA CHARTER OAK|||||""|""
2018|106190170|LOS ANGELES|CHILDREN'S HOSPITAL OF LOS ANGELES|77586.0|30.0|7594.0||""|""
2018|106190197|LOS ANGELES|COMMUNITY HOSPITAL OF HUNTINGTON PARK|31828.0|1865.0|||""|""
2018|106190198|LOS ANGELES|LOS ANGELES COMMUNITY HOSPITAL|3591.0|747.0|594.0||""|""
2018|106190240|LOS ANGELES|LAKEWOOD REGIONAL MEDICAL CENTER|23079.0|8162.0|7245.0|3693.0|""|""
2018|106190256|LOS ANGELES|EAST LOS ANGELES DOCTORS HOSPITAL|9399.0|1330.0|1415.0||""|""
2018|106190298|LOS ANGELES|EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL||6546.0|20725.0||""|""
2018|106190315|LOS ANGELES|GARFIELD MEDICAL CENTER|1796.0|3764.0|12328.0||""|""
2018|106190323|LOS ANGELES|ADVENTIST HEALTH GLENDALE|21945.0|8804.0|10173.0|4076.0|""|""
2018|106190380|LOS ANGELES|SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD|||||""|""
2018|106190382|LOS ANGELES|HOLLYWOOD PRESBYTERIAN MEDICAL CENTER|6534.0|3727.0|18544.0|3272.0|""|""
2018|106190400|LOS ANGELES|HUNTINGTON MEMORIAL HOSPITAL|3921.0|9631.0|35225.0||""|""
2018|106190413|LOS ANGELES|EMANATE HEALTH INTER-COMMUNITY HOSPITAL|2477.0|7181.0|19506.0||""|""
2018|106190429|LOS ANGELES|KAISER FOUNDATION HOSPITAL - LOS ANGELES|18115.0|13844.0|26051.0|5322.0|""|""
2018|106190431|LOS ANGELES|KAISER FOUNDATION HOSPITAL - SOUTH BAY|14389.0|16812.0|31046.0|2922.0|""|""
2018|106190434|LOS ANGELES|KAISER FOUNDATION HOSPITAL - WEST LA|23573.0|18825.0|27773.0|6446.0|""|""
2018|106190470|LOS ANGELES|PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE|24996.0|8380.0|15306.0|3290.0|""|""
2018|106190475|LOS ANGELES|COMMUNITY HOSPITAL LONG BEACH|4820.0|1354.0|2060.0||""|""
2018|106190500|LOS ANGELES|CEDARS-SINAI MARINA DEL REY HOSPITAL|11533.0|5181.0|10260.0||""|""
2018|106190517|LOS ANGELES|PROVIDENCE TARZANA MEDICAL CENTER|22002.0|7180.0|10420.0|2410.0|""|""
2018|106190521|LOS ANGELES|MEMORIAL HOSPITAL OF GARDENA|3620.0|22179.0|3244.0||""|""
2018|106190522|LOS ANGELES|GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER|19791.0|6328.0|5674.0||""|""
2018|106190524|LOS ANGELES|MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS|6033.0|1767.0|769.0|1335.0|""|""
2018|106190525|LOS ANGELES|MEMORIALCARE LONG BEACH MEDICAL CENTER|56078.0|8346.0|16879.0||""|""
2018|106190555|LOS ANGELES|CEDARS SINAI MEDICAL CENTER|17480.0|13377.0|24688.0||""|""
2018|106190568|LOS ANGELES|NORTHRIDGE HOSPITAL MEDICAL CENTER|32422.0|8430.0|10160.0||""|""
2018|106190630|LOS ANGELES|POMONA VALLEY HOSPITAL MEDICAL CENTER|48035.0|11114.0|17326.0|4280.0|""|""
2018|106190631|LOS ANGELES|PIH HEALTH HOSPITAL - WHITTIER|30184.0|12527.0|17260.0||""|""
2018|106190636|LOS ANGELES|EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL|7794.0|8184.0|43695.0||""|""
2018|106190680|LOS ANGELES|PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO|19185.0|5464.0|8003.0||""|""
2018|106190708|LOS ANGELES|SHERMAN OAKS HOSPITAL|10510.0|3598.0|4365.0||""|""
2018|106190754|LOS ANGELES|ST. FRANCIS MEDICAL CENTER|8818.0|2855.0|37580.0||""|""
2018|106190756|LOS ANGELES|PROVIDENCE SAINT JOHN'S HEALTH CENTER|6387.0|6332.0|8281.0|1859.0|""|""
2018|106190758|LOS ANGELES|PROVIDENCE SAINT JOSEPH MEDICAL CENTER|25596.0|8363.0|17433.0||""|""
2018|106190762|LOS ANGELES|ST. VINCENT MEDICAL CENTER|14419.0|2124.0|2749.0||""|""
2018|106190796|LOS ANGELES|RONALD REAGAN UCLA MEDICAL CENTER|10494.0|6484.0|19326.0||""|""
2018|106190812|LOS ANGELES|VALLEY PRESBYTERIAN HOSPITAL|10472.0|4533.0|36525.0||""|""
2018|106190818|LOS ANGELES|USC VERDUGO HILLS HOSPITAL|7576.0|3936.0|8162.0||""|""
2018|106190859|LOS ANGELES|WEST HILLS HOSPITAL AND MEDICAL CENTER|22841.0|7885.0|12642.0||""|""
2018|106190878|LOS ANGELES|ADVENTIST HEALTH WHITE MEMORIAL|34978.0|7222.0|6393.0|4756.0|""|""
2018|106190883|LOS ANGELES|WHITTIER HOSPITAL MEDICAL CENTER|3736.0|2772.0|17654.0||""|""
2018|106190949|LOS ANGELES|HENRY MAYO NEWHALL HOSPITAL|8557.0|8724.0|35780.0||""|""
2018|106191227|LOS ANGELES|LAC/HARBOR-UCLA MEDICAL CENTER|54066.0|4858.0|5769.0|6408.0|""|""
2018|106191228|LOS ANGELES|LAC+USC MEDICAL CENTER|91417.0|9057.0|16557.0|8664.0|""|""
2018|106191230|LOS ANGELES|MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL|69981.0|7029.0|16300.0||""|""
2018|106194219|LOS ANGELES|KECK HOSPITAL OF USC|||||""|""
2018|106196403|LOS ANGELES|KAISER FOUNDATION HOSPITAL - DOWNEY|23913.0|20305.0|49448.0|3791.0|""|""
2018|106196405|LOS ANGELES|PALMDALE REGIONAL MEDICAL CENTER|35807.0|6795.0|17293.0||""|""
2018|106204019|MADERA|VALLEY CHILDREN'S HOSPITAL|83548.0|25.0|16340.0||""|""
2018|106211006|MARIN|MARIN GENERAL HOSPITAL|10552.0|7340.0|9420.0||""|""
2018|106214034|MARIN|NOVATO COMMUNITY HOSPITAL|5139.0|3754.0|3920.0||""|""
2018|106220733|MARIPOSA|JOHN C FREMONT HEALTHCARE DISTRICT|607.0|1802.0|3417.0||""|""
2018|106231013|MENDOCINO|MENDOCINO COAST DISTRICT HOSPITAL|268.0|3167.0|5454.0||""|""
2018|106231396|MENDOCINO|ADVENTIST HEALTH UKIAH VALLEY|15680.0|5336.0|5490.0|1652.0|""|""
2018|106234038|MENDOCINO|ADVENTIST HEALTH HOWARD MEMORIAL|6836.0|2620.0|2825.0|977.0|""|""
2018|106240924|MERCED|MEMORIAL HOSPITAL LOS BANOS|19033.0|4236.0|5319.0||""|""
2018|106240942|MERCED|MERCY MEDICAL CENTER - MERCED|37730.0|9031.0|8458.0||""|""
2018|106250956|MODOC|MODOC MEDICAL CENTER|2376.0|1205.0|767.0||""|""
2018|106270744|MONTEREY|COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA|15458.0|9938.0|16125.0|2875.0|""|""
2018|106270777|MONTEREY|GEORGE L. MEE MEMORIAL HOSPITAL|7801.0|1235.0|2032.0||""|""
2018|106274043|MONTEREY|NATIVIDAD MEDICAL CENTER|31559.0|3737.0|8293.0||""|""
2018|106281078|NAPA|ADVENTIST HEALTH ST. HELENA|1664.0|1888.0|2915.0||""|""
2018|106291023|NEVADA|SIERRA NEVADA MEMORIAL HOSPITAL|9119.0|7467.0|4681.0|1527.0|""|""
